time_in,time_out,dir,entry,exit,sl0,tp,why,stake,mult,gross,commission,net,balance,reason,session,win,hour,dow,atr_pctl,mouth_atr,h1_trend,with_h1,body_ratio,prev_win
2026-06-09 19:45:00+00:00,2026-06-09 20:04:00+00:00,short,4251.08,4260.19,4260.19,4223.55,SL,194.32832506798036,250,-104.11,8.74,-112.86,10298.21,alligator+fractal,off,False,19,1,53.400000000000006,1.0227584612230183,down,True,0.8535825545173397,False
2026-06-09 22:45:00+00:00,2026-06-09 23:27:00+00:00,short,4249.11,4224.03,4257.39,4224.03,TP,211.39242058849905,250,311.93,9.51,302.42,10600.63,alligator+fractal,off,True,22,1,23.0,0.8771612824028217,down,True,0.5555555555555696,False
2026-06-09 23:28:00+00:00,2026-06-10 08:03:00+00:00,short,4224.63,4169.139999999999,4247.34,4169.139999999999,TP,131.4655446714652,150,259.02,3.55,255.47,10856.1,alligator+fractal,off,True,23,1,62.2,2.046656375610895,down,True,0.7186147186148695,True
2026-06-10 12:00:00+00:00,2026-06-10 12:30:00+00:00,short,4147.82,4171.78,4171.78,4076.8200000000006,SL,125.28975731085986,150,-108.56,3.38,-111.94,10744.15,alligator+fractal,off,False,12,2,80.80000000000001,0.7635199184724417,down,True,0.6842650103519433,True
2026-06-10 17:20:00+00:00,2026-06-10 22:09:00+00:00,short,4113.95,4051.25,4134.93,4051.25,TP,140.4541199794271,150,321.1,3.79,317.3,11061.46,alligator+fractal,off,True,17,2,76.8,0.95067666258978,down,True,0.6152694610777685,False
2026-06-11 01:00:00+00:00,2026-06-11 02:31:00+00:00,long,4075.96,4075.96,4036.31,4196.469999999999,BE,227.42020997767636,50,0.0,2.05,-2.05,11059.41,alligator+fractal,off,False,1,3,93.2,0.6646884874557435,down,False,0.7934655775962611,True
2026-06-11 11:40:00+00:00,2026-06-11 12:55:00+00:00,short,4083.52,4083.52,4093.26,4054.26,BE,185.4674462787185,250,-0.0,8.35,-8.35,11051.06,alligator+fractal,off,False,11,3,14.6,0.35036316747142593,down,True,0.8299663299662948,False
2026-06-12 01:30:00+00:00,2026-06-12 01:43:00+00:00,short,4181.12,4181.12,4193.52,4145.16,BE,149.05105109817862,250,-0.0,6.71,-6.71,11044.36,alligator+fractal,off,False,1,4,66.0,1.7752539872607798,up,False,0.8304392236976649,False
2026-06-12 05:00:00+00:00,2026-06-12 07:59:00+00:00,short,4190.09,4190.09,4198.19,4166.2300000000005,BE,228.52765287704096,250,-0.0,10.28,-10.28,11034.07,alligator+fractal,off,False,5,4,0.0,0.16153819681492354,up,False,0.689655172413626,False
2026-06-12 11:30:00+00:00,2026-06-12 13:18:00+00:00,short,4202.66,4202.66,4218.77,4154.209999999999,BE,191.8992683368037,150,-0.0,5.18,-5.18,11028.89,alligator+fractal,off,False,11,4,16.8,0.7888953115011061,up,False,0.9106918238993644,False
2026-06-12 18:15:00+00:00,2026-06-12 19:17:00+00:00,long,4227.1900000000005,4214.23,4214.23,4265.91,SL,143.89265973406634,250,-110.29,6.48,-116.76,10912.13,alligator+fractal,off,False,18,4,17.599999999999998,0.9545881830608178,up,True,0.8131313131312551,False
